#compound Initial Optimized Reoptimized Retrained
2300JK 0.23 0.24 0.24 0.23
2300JL 0.23 0.23 0.23 0.23
2300JM 0.09 0.07 0.07 0.06
2300JN 0.18 0.17 0.17 0.18
2300JO 0.2 0.19 0.19 0.19
2300JP 0.27 0.23 0.23 0.23
2300JQ 0.18 0.19 0.19 0.19
2300JR 0.16 0.15 0.15 0.14
2300JS 0.12 0.12 0.12 0.12
2300JT 0.07 0.06 0.06 0.06
2300JU 0.19 0.15 0.15 0.15
2300JV 0.12 0.13 0.13 0.13
2300JW 0.13 0.11 0.11 0.11
2300K0 0.11 0.09 0.09 0.09
2300K1 0.64 0.07 0.07 0.06
2300JZ 0.1 0.07 0.07 0.1
2300JY 0.09 0.09 0.09 0.09
2300K3 0.11 0.06 0.06 0.06
2300K2 0.22 0.25 0.25 0.24
2300K5 0.13 0.08 0.08 0.09
2300K4 0.32 0.31 0.31 0.52
2300K6 0.12 0.08 0.08 0.09
2300K8 0.08 0.09 0.1 0.1
2300K9 0.15 0.15 0.15 0.15
2300KA 0.17 0.17 0.17 0.17
2300KC 0.26 0.16 0.16 0.16
2300KB 0.07 0.05 0.05 0.06
2300KD 0.33 0.11 0.11 0.11
2300KE 0.51 0.08 0.08 0.08
2300KF 0.11 0.12 0.12 0.12
2300KG 0.57 0.1 0.1 0.1
2300KH 0.49 0.17 0.17 0.16
2300KI 0.06 0.05 0.05 0.05
2300KJ 0.15 0.17 0.17 0.17
2300KK 0.17 0.16 0.16 0.16
2300KL 0.15 0.16 0.16 0.17
2300KM 0.25 0.23 0.23 0.24
2300KN 0.09 0.09 0.09 0.1
2300KO 0.17 0.16 0.16 0.16
2300KP 0.15 0.13 0.13 0.13
2300KQ 0.16 0.14 0.14 0.14
2300KR 0.15 0.14 0.14 0.14
2300KS 0.13 0.13 0.13 0.14
2300KT 0.11 0.11 0.11 0.11
2300KV 0.2 0.19 0.19 0.21
2300KW 0.07 0.06 0.06 0.07
2300KU 0.13 0.13 0.13 0.13
2300KX 0.19 0.15 0.15 0.15
2300KY 0.78 0.14 0.13 0.14
2300KZ 0.17 0.11 0.11 0.14
2300L0 0.14 0.13 0.13 0.15
2300L1 0.41 0.22 0.22 0.21
2300L2 0.09 0.13 0.13 0.12
2300L3 0.15 0.14 0.14 0.14
2300L4 0.28 0.3 0.29 0.28
2300L5 0.18 0.18 0.18 0.18
2300L6 0.49 0.15 0.15 0.15
2300L7 0.15 0.1 0.1 0.1
2300L8 0.19 0.13 0.13 0.14
2300L9 0.21 0.18 0.18 0.19
2300LA 0.17 0.17 0.17 0.17
2300LB 0.06 0.04 0.04 0.04
2300LC 0.16 0.15 0.15 0.15
2300LD 0.16 0.16 0.16 0.15
2300LE 0.13 0.13 0.13 0.13
2300LF 0.17 0.17 0.17 0.17
2300LH 0.16 0.17 0.17 0.17
2300LI 0.12 0.13 0.13 0.13
2300LK 0.27 0.25 0.25 0.23
2300LJ 0.1 0.1 0.1 0.1
2300LL 0.32 0.33 0.33 0.33
2300LM 0.16 0.14 0.14 0.14
2300LP 0.13 0.14 0.14 0.14
2300LO 0.19 0.2 0.2 0.19
2300LQ 0.24 0.24 0.24 0.24
2300LR 0.24 0.16 0.16 0.17
2300LS 0.15 0.18 0.18 0.18
2300LU 0.1 0.1 0.1 0.15
2300LT 0.12 0.12 0.1 0.12
2300LV 0.39 0.16 0.19 0.17
2300LW 0.91 0.16 0.16 0.19
2300LX 0.14 0.15 0.15 0.15
2300LY 0.17 0.16 0.16 0.16
2300LZ 0.08 0.06 0.06 0.09
2300M0 0.14 0.14 0.14 0.14
2300M1 0.18 0.18 0.18 0.18
2300M2 0.22 0.22 0.22 0.22
2300M4 0.08 0.08 0.08 0.08
2300M3 0.13 0.11 0.11 0.12
2300M5 0.08 0.06 0.06 0.07
2300M7 0.06 0.07 0.07 0.07
2300M6 0.28 0.33 0.33 0.34
2300M8 0.35 0.3 0.3 0.36
2300M9 0.75 0.22 0.22 0.22
2300MA 0.09 0.08 0.08 0.08
2300MB 0.22 0.23 0.23 0.23
2300MC 0.23 0.17 0.17 0.18
2300MD 0.13 0.14 0.14 0.14
2300ME 0.13 0.12 0.12 0.12
2300MG 0.11 0.08 0.08 0.09
2300MF 0.1 0.07 0.07 0.07
2300MH 0.18 0.16 0.16 0.17
2300MI 0.17 0.17 0.17 0.17
2300MJ 0.12 0.12 0.12 0.12
2300MK 0.09 0.08 0.08 0.08
2300ML 0.13 0.11 0.11 0.1
2300MM 0.16 0.17 0.17 0.17
2300MN 0.17 0.14 0.14 0.14
2300MO 0.22 0.21 0.21 0.21
2300MP 0.14 0.16 0.16 0.18
2300MQ 0.17 0.13 0.13 0.14
2300MR 0.16 0.12 0.12 0.12
2300MS 0.11 0.08 0.08 0.09
2300MT 0.09 0.08 0.08 0.08
2300MU 0.3 0.3 0.3 0.3
2300MV 0.24 0.1 0.1 0.1
2300MX 0.14 0.14 0.14 0.14
2300MW 0.21 0.18 0.18 0.21
2300MZ 0.11 0.1 0.1 0.1
2300MY 0.17 0.17 0.17 0.17
2300N0 0.15 0.12 0.12 0.12
2300N1 0.12 0.13 0.13 0.13
2300N2 0.46 0.51 0.51 0.51
2300N3 0.08 0.06 0.06 0.06
2300N5 0.1 0.1 0.1 0.1
2300N6 0.15 0.15 0.15 0.15
2300N7 0.08 0.06 0.06 0.06
2300N8 0.16 0.15 0.15 0.15
2300N4 0.09 0.1 0.1 0.1
2300N9 0.09 0.07 0.07 0.08
2300NA 0.23 0.24 0.24 0.25
2300NB 0.2 0.2 0.2 0.2
2300ND 0.16 0.16 0.16 0.16
2300NF 0.08 0.08 0.08 0.08
2300NE 0.21 0.2 0.2 0.2
2300NH 0.16 0.09 0.09 0.09
2300NG 0.43 0.07 0.07 0.07
2300NI 0.26 0.25 0.25 0.25
2300NJ 0.18 0.19 0.19 0.19
2300NK 0.77 0.18 0.18 0.18
2300NL 0.09 0.09 0.09 0.09
2300NM 0.35 0.26 0.26 0.26
2300NN 0.22 0.24 0.24 0.24
2300NO 0.06 0.05 0.05 0.05
2300NP 0.15 0.16 0.16 0.16
2300NR 0.1 0.1 0.1 0.1
2300NS 0.1 0.11 0.11 0.11
2300NT 0.33 0.17 0.17 0.18
2300NV 0.08 0.06 0.06 0.06
2300NU 0.09 0.07 0.07 0.07
2300NW 0.17 0.17 0.17 0.17
2300NX 0.15 0.11 0.11 0.1
2300NY 0.1 0.1 0.1 0.09
2300NZ 0.17 0.19 0.19 0.19
2300O0 0.24 0.15 0.15 0.17
2300O1 0.15 0.14 0.14 0.14
2300O2 0.16 0.1 0.1 0.1
2300O3 0.72 0.12 0.12 0.13
2300O4 0.54 0.21 0.21 0.23
2300O5 0.51 0.31 0.31 0.26
2300O6 0.13 0.11 0.11 0.11
2300O7 0.72 0.11 0.12 0.12
2300O8 0.1 0.07 0.07 0.07
2300O9 0.12 0.12 0.12 0.12
2300OA 0.08 0.08 0.08 0.09
2300OB 0.69 0.06 0.06 0.07
2300OC 0.45 0.23 0.23 0.23
2300OD 0.11 0.11 0.11 0.11
2300OE 0.3 0.32 0.32 0.3
2300OF 0.12 0.14 0.14 0.14
2300OG 0.14 0.15 0.15 0.13
2300OH 0.16 0.18 0.18 0.18
2300OI 0.17 0.17 0.17 0.17
2300OJ 0.1 0.07 0.07 0.08
2300OL 0.15 0.13 0.13 0.13
2300OK 0.15 0.17 0.17 0.17
2300OM 0.24 0.23 0.23 0.23
2300ON 0.2 0.18 0.18 0.18
2300OO 0.14 0.1 0.1 0.1
2300OP 0.14 0.15 0.15 0.15
2300OR 0.12 0.11 0.11 0.11
2300OS 0.17 0.14 0.14 0.16
2300OT 0.14 0.14 0.14 0.14
2300OU 0.26 0.25 0.25 0.24
2300OW 0.04 0.04 0.04 0.04
2300OV 0.08 0.14 0.14 0.14
2300OX 0.78 0.16 0.16 0.77
2300OZ 0.26 0.27 0.27 0.27
2300OY 0.19 0.19 0.19 0.19
2300P0 0.34 0.21 0.21 0.22
2300P1 0.19 0.16 0.16 0.17
2300P2 0.21 0.16 0.16 0.16
2300P3 0.17 0.17 0.17 0.17
2300P5 0.09 0.06 0.06 0.06
2300P6 0.53 0.16 0.15 0.15
2300P7 0.1 0.05 0.05 0.06
2300P8 0.28 0.17 0.17 0.17
2300P9 0.22 0.22 0.22 0.22
2300PA 0.4 0.32 0.32 0.33
2300PC 0.51 0.44 0.44 0.46
2300PB 0.16 0.16 0.16 0.16
2300PD 0.23 0.16 0.16 0.15
2300PE 0.07 0.1 0.1 0.1
2300PF 0.17 0.17 0.17 0.17
2300PG 0.08 0.08 0.08 0.08
2300PH 0.18 0.18 0.18 0.18
2300PI 0.55 0.25 0.25 0.25
2300PK 0.1 0.09 0.09 0.09
2300PL 0.24 0.21 0.21 0.21
2300PM 0.74 0.74 0.74 0.74
2300PN 0.26 0.27 0.27 0.27
2300PO 0.24 0.21 0.21 0.21
2300PP 0.33 0.32 0.32 0.32
2300PQ 0.1 0.08 0.08 0.08
2300PR 0.5 0.25 0.25 0.24
2300PS 0.18 0.17 0.17 0.17
2300PT 0.47 0.09 0.09 0.09
2300PU 0.11 0.1 0.1 0.1
2300PV 0.77 0.22 0.22 0.22
2300PW 0.2 0.18 0.18 0.18
2300PX 0.16 0.14 0.14 0.15
2300PY 0.15 0.14 0.14 0.14
2300PZ 0.19 0.2 0.2 0.2
2300Q0 0.13 0.12 0.12 0.12
2300Q1 0.12 0.12 0.12 0.12
2300Q2 0.21 0.15 0.15 0.15
2300Q3 0.21 0.21 0.21 0.21
2300Q5 0.23 0.25 0.25 0.23
2300Q4 0.18 0.18 0.18 0.18
2300Q6 0.27 0.24 0.24 0.24
2300Q7 0.23 0.24 0.24 0.23
2300Q8 0.38 0.16 0.16 0.15
2300Q9 0.24 0.15 0.15 0.16
2300QB 0.2 0.17 0.17 0.18
2300QA 0.19 0.22 0.22 0.22
2300QC 0.14 0.08 0.08 0.08
2300QE 0.08 0.08 0.08 0.08
2300QD 0.11 0.11 0.11 0.11
2300QF 0.12 0.12 0.12 0.12
2300QG 0.25 0.24 0.24 0.24
2300QI 0.13 0.12 0.12 0.12
2300QH 0.15 0.12 0.12 0.13
2300QK 0.13 0.11 0.11 0.11
2300QJ 0.23 0.22 0.22 0.23
2300QL 0.44 0.11 0.11 0.1
2300QM 0.18 0.18 0.18 0.18
2300QO 0.14 0.06 0.06 0.05
2300QN 0.15 0.07 0.07 0.08
2300QP 0.13 0.07 0.07 0.07
2300QQ 1.03 0.85 0.85 1.02
2300QR 0.13 0.12 0.12 0.12
2300QT 0.2 0.2 0.2 0.2
2300QS 0.74 0.62 0.62 0.61
2300QU 0.27 0.26 0.26 0.26
2300QV 0.17 0.15 0.15 0.15
2300QW 0.11 0.09 0.09 0.09
2300QX 0.08 0.08 0.08 0.08
2300QY 0.15 0.13 0.13 0.13
2300QZ 0.1 0.08 0.08 0.08
2300R0 0.11 0.12 0.12 0.12
2300R1 0.08 0.08 0.08 0.08
2300R2 0.18 0.15 0.15 0.14
2300R3 0.09 0.09 0.09 0.09
2300R4 0.17 0.16 0.16 0.16
2300R5 0.08 0.07 0.07 0.06
2300R6 0.38 0.28 0.28 0.28
2300R7 0.11 0.09 0.09 0.08
2300R8 0.07 0.07 0.07 0.07
2300R9 0.24 0.19 0.19 0.19
2300RB 0.25 0.12 0.12 0.14
2300RA 0.3 0.31 0.31 0.3
2300RC 0.2 0.21 0.21 0.21
2300RE 0.13 0.13 0.13 0.15
2300RF 0.14 0.13 0.13 0.13
2300RD 0.2 0.21 0.21 0.2
2300RG 0.12 0.09 0.09 0.09
2300RH 0.16 0.14 0.14 0.14
2300RI 0.15 0.14 0.14 0.15
2300RJ 0.14 0.14 0.14 0.13
2300RK 0.21 0.22 0.22 0.22
2300RL 0.07 0.06 0.06 0.06
2300RM 0.17 0.13 0.13 0.13
2300RN 0.16 0.18 0.18 0.18
2300RO 0.12 0.12 0.12 0.33
2300RP 0.09 0.08 0.08 0.08
2300RQ 0.26 0.23 0.22 0.22
2300RR 0.15 0.14 0.14 0.13
2300RS 0.12 0.09 0.09 0.09
2300RT 0.18 0.18 0.18 0.18
2300RW 0.12 0.11 0.11 0.11
2300RY 0.13 0.1 0.1 0.11
2300RZ 0.2 0.24 0.24 0.22
2300S0 0.12 0.13 0.13 0.13
2300S1 0.58 0.13 0.13 0.13
2300S2 0.16 0.14 0.14 0.14
2300S3 0.19 0.14 0.14 0.15
2300S4 0.1 0.11 0.11 0.11
2300S5 0.16 0.17 0.17 0.17
2300S6 0.12 0.12 0.12 0.12
2300S7 0.07 0.08 0.08 0.08
2300S8 0.19 0.2 0.2 0.2
2300S9 0.15 0.14 0.14 0.14
2300SA 0.1 0.09 0.09 0.09
2300SB 0.43 0.4 0.4 0.4
2300SC 0.12 0.1 0.1 0.11
2300SE 0.58 0.21 0.21 0.21
2300SD 0.12 0.13 0.13 0.12
2300SF 0.42 0.13 0.13 0.13
2300SH 0.11 0.1 0.1 0.11
2300SI 0.51 0.12 0.12 0.12
2300SJ 0.09 0.11 0.11 0.1
2300SK 0.25 0.24 0.24 0.24
2300SL 0.08 0.07 0.07 0.07
2300SM 0.17 0.17 0.17 0.17
2300SO 0.19 0.2 0.2 0.21
2300SP 0.18 0.16 0.16 0.3
2300SQ 0.15 0.14 0.14 0.14
2300SR 0.22 0.23 0.23 0.24
2300SS 1.05 1.05 1.05 1.05
2300ST 0.22 0.22 0.22 0.33
2300SU 0.19 0.21 0.21 0.27
2300SV 0.16 0.13 0.13 0.14
2300SW 0.19 0.2 0.2 0.2
2300SX 0.12 0.13 0.13 0.13
2300SY 0.1 0.1 0.1 0.1
2300SZ 0.12 0.1 0.1 0.1
2300T1 0.09 0.1 0.1 0.08
2300T0 0.12 0.11 0.11 0.11
2300T2 0.16 0.13 0.13 0.14
2300T3 0.13 0.13 0.13 0.13
2300T4 0.12 0.09 0.09 0.09
2300T5 0.17 0.18 0.18 0.18
2300T6 0.47 0.47 0.47 0.47
2300T8 0.08 0.08 0.08 0.09
2300T9 0.1 0.08 0.08 0.08
2300TA 0.17 0.17 0.17 0.17
2300TC 0.16 0.16 0.16 0.16
2300TD 0.08 0.06 0.06 0.07
2300TB 0.16 0.15 0.15 0.15
2300TF 0.11 0.11 0.09 0.09
2300TE 0.16 0.15 0.15 0.15
2300TH 0.09 0.09 0.09 0.09
2300TI 1.08 0.08 0.08 0.08
2300TJ 0.46 0.1 0.1 0.1
2300TK 0.07 0.06 0.06 0.06
2300TL 0.78 0.11 0.11 0.12
2300TM 0.13 0.13 0.13 0.13
2300TN 0.17 0.11 0.11 0.11
2300TO 0.51 0.13 0.13 0.13
2300TP 0.29 0.2 0.2 0.2
2300TQ 0.55 0.18 0.18 0.18
2300TR 0.21 0.2 0.2 0.2
2300TS 0.18 0.18 0.18 0.18
2300TT 0.13 0.1 0.1 0.1
2300TU 0.25 0.26 0.26 0.26
2300TV 0.1 0.12 0.12 0.13
2300TW 0.08 0.07 0.07 0.07
2300TX 0.05 0.05 0.05 0.07
2300TY 0.08 0.08 0.08 0.08
2300TZ 1.06 0.44 0.44 0.16
2300U0 0.07 0.06 0.06 0.07
2300U1 0.19 0.2 0.2 0.2
2300U2 0.93 0.14 0.14 0.14
2300U3 0.11 0.08 0.08 0.11
2300U4 0.13 0.1 0.1 0.1
2300U5 0.73 0.09 0.09 0.13
2300U6 0.48 0.1 0.1 0.1
2300U7 0.19 0.17 0.17 0.17
2300U8 0.08 0.09 0.09 0.09
2300U9 0.07 0.07 0.07 0.07
2300UA 0.13 0.13 0.13 0.13
2300UB 0.17 0.13 0.13 0.13
2300UD 0.69 0.11 0.11 0.11
2300UE 0.48 0.07 0.07 0.07
2300UF 0.17 0.17 0.17 0.17
2300UG 0.22 0.22 0.22 0.22
2300UH 0.15 0.1 0.1 0.1
2300UI 0.18 0.17 0.17 0.17
2300UJ 0.16 0.16 0.16 0.16
2300UK 0.2 0.21 0.21 0.21
2300UL 0.1 0.08 0.08 0.08
2300UM 0.13 0.11 0.11 0.12
2300UN 0.13 0.09 0.09 0.09
2300UO 0.15 0.16 0.16 0.15
2300UP 0.22 0.23 0.22 0.22
2300UR 0.17 0.17 0.17 0.17
2300UQ 0.13 0.12 0.12 0.13
2300US 0.13 0.13 0.13 0.13
2300UU 0.07 0.08 0.08 0.07
2300UT 0.44 0.12 0.12 0.14
2300UV 0.17 0.12 0.12 0.11
2300UW 0.14 0.14 0.14 0.14
2300UY 0.1 0.13 0.13 0.13
2300UX 0.15 0.14 0.14 0.14
2300UZ 0.16 0.16 0.16 0.16
2300V0 0.1 0.09 0.09 0.09
2300V1 0.09 0.08 0.08 0.09
2300V3 0.07 0.08 0.08 0.07
2300V2 0.08 0.07 0.07 0.08
2300V4 0.21 0.19 0.19 0.21
2300V5 0.53 0.31 0.31 0.31
2300V6 0.44 0.1 0.1 0.1
2300V7 0.2 0.19 0.19 0.18
2300V8 0.12 0.11 0.11 0.11
2300VA 0.06 0.07 0.07 0.07
2300V9 0.17 0.17 0.17 0.17
2300VB 1.31 0.12 0.15 0.16
2300VC 0.08 0.08 0.08 0.08
2300VE 0.16 0.09 0.09 0.09
2300VF 0.25 0.19 0.19 0.2
2300VD 0.11 0.1 0.1 0.1
2300VG 0.16 0.13 0.13 0.13
2300VH 0.25 0.16 0.15 0.15
2300VI 0.15 0.14 0.14 0.14
2300VJ 0.21 0.21 0.21 0.21
2300VL 0.1 0.1 0.1 0.1
2300VK 0.18 0.17 0.17 0.17
2300VM 0.11 0.13 0.13 0.13
2300VN 0.12 0.11 0.11 0.1
2300VO 0.22 0.21 0.21 0.22
2300VP 0.13 0.13 0.13 0.13
2300VQ 0.14 0.13 0.13 0.13
2300VR 0.81 0.1 0.1 0.1
2300VS 0.21 0.15 0.14 0.14
2300VT 0.09 0.12 0.12 0.12
2300VU 0.11 0.07 0.07 0.07
2300VV 0.15 0.12 0.12 0.12
2300VW 0.13 0.12 0.12 0.12
2300VX 0.09 0.07 0.07 0.07
2300VY 0.16 0.14 0.14 0.13
2300VZ 0.07 0.06 0.06 0.06
2300W0 0.14 0.15 0.15 0.15
2300W1 0.46 0.47 0.47 0.47
2300W2 0.11 0.11 0.11 0.11
2300W3 0.57 0.1 0.1 0.1
2300W4 0.12 0.09 0.09 0.09
2300W5 0.21 0.22 0.22 0.22
2300W6 0.1 0.09 0.09 0.1
2300W7 0.1 0.09 0.09 0.09
2300WA 0.27 0.26 0.26 0.28
2300WB 0.27 0.23 0.23 0.22
2300W9 0.3 0.24 0.24 0.25
2300W8 0.3 0.23 0.23 0.26
2300WC 0.13 0.12 0.12 0.11
2300WD 0.31 0.27 0.27 0.29
2300WE 0.18 0.18 0.18 0.18
2300WF 0.23 0.19 0.19 0.19
2300WG 0.07 0.08 0.08 0.06
2300WH 0.13 0.13 0.13 0.13
2300WI 0.24 0.25 0.25 0.25
2300WJ 0.15 0.13 0.13 0.13
2300WL 0.22 0.11 0.11 0.13
2300WK 0.25 0.2 0.2 0.2
2300WM 0.18 0.18 0.18 0.18
2300WN 0.23 0.23 0.23 0.23
2300WO 0.11 0.12 0.12 0.12
2300WP 0.12 0.11 0.11 0.11
2300WQ 0.73 0.08 0.08 0.07
2300WS 0.19 0.2 0.2 0.2
2300WT 0.17 0.12 0.12 0.13
2300WU 0.13 0.11 0.11 0.11
2300WV 0.11 0.12 0.12 0.12
2300WW 0.14 0.13 0.13 0.13
2300WX 0.67 0.25 0.25 0.25
2300WY 0.17 0.17 0.17 0.17
2300WZ 0.11 0.08 0.08 0.08
2300X0 0.17 0.17 0.17 0.17
2300X1 0.17 0.17 0.17 0.17
2300X2 0.4 0.12 0.12 0.12
2300X3 0.12 0.13 0.13 0.13
2300X4 0.2 0.18 0.16 0.53
2300X5 0.72 0.13 0.13 0.38
2300X6 0.19 0.19 0.19 0.19
2300X7 0.14 0.13 0.13 0.15
2300X8 0.09 0.08 0.08 0.08
2300X9 0.14 0.13 0.13 0.13
2300XA 0.08 0.09 0.09 0.09
2300XC 0.53 0.4 0.4 0.4
2300XB 0.18 0.11 0.11 0.12
2300XD 0.09 0.09 0.09 0.1
2300XE 0.49 0.1 0.1 0.1
2300XG 0.09 0.08 0.08 0.11
2300XF 1.79 0.14 0.14 0.13
2300XH 0.15 0.15 0.15 0.15
2300XI 0.12 0.11 0.11 0.12
2300XJ 0.11 0.1 0.1 0.1
2300XK 0.09 0.1 0.1 0.09
2300XL 0.91 0.08 0.08 0.08
2300XM 0.14 0.12 0.12 0.14
2300XN 0.11 0.07 0.07 0.06
2300XO 0.11 0.14 0.14 0.14
2300XP 0.23 0.25 0.25 0.23
2300XQ 0.11 0.13 0.13 0.13
2300XR 0.12 0.1 0.1 0.1
2300XS 0.23 0.19 0.19 0.17
2300XT 0.77 0.1 0.1 0.1
2300XU 0.17 0.16 0.16 0.16
2300XV 0.15 0.12 0.12 0.12
2300XX 0.13 0.12 0.12 0.12
2300XW 0.11 0.12 0.12 0.12
2300XY 0.13 0.14 0.14 0.14
2300XZ 0.34 0.2 0.2 0.22
2300Y0 0.54 0.17 0.17 0.18
2300Y1 0.09 0.09 0.09 0.09
2300Y2 0.14 0.14 0.14 0.14
2300Y3 0.09 0.09 0.09 0.09
2300Y4 0.11 0.15 0.15 0.15
2300Y5 0.18 0.14 0.14 0.14
2300Y6 0.1 0.1 0.1 0.1
2300Y7 0.08 0.08 0.08 0.08
2300Y8 0.11 0.09 0.09 0.09
2300Y9 0.09 0.09 0.09 0.09
2300YB 0.13 0.08 0.08 0.08
2300YA 0.09 0.07 0.07 0.07
2300YC 0.12 0.13 0.13 0.14
2300YD 0.52 0.13 0.13 0.13
2300YE 0.2 0.15 0.15 0.16
2300YG 0.06 0.09 0.09 0.09
2300YH 0.11 0.1 0.1 0.1
2300YF 0.53 0.16 0.16 0.17
2300YI 0.18 0.18 0.18 0.18
2300YJ 0.12 0.11 0.11 0.11
2300YL 0.15 0.17 0.17 0.17
2300YK 0.13 0.12 0.12 0.12
2300YM 0.07 0.06 0.06 0.1
2300YN 0.16 0.15 0.15 0.15
2300YO 0.1 0.1 0.1 0.1
2300YP 0.16 0.58 0.58 0.58
2300YR 0.2 0.19 0.19 0.19
2300YS 0.2 0.2 0.2 0.2
2300YT 0.6 0.09 0.09 0.34
2300YV 0.09 0.09 0.09 0.09
2300YU 0.19 0.13 0.13 0.15
2300YW 1.67 0.12 0.12 0.08
2300YX 0.63 0.1 0.1 0.11
2300YZ 0.16 0.16 0.16 0.15
2300YY 0.48 0.24 0.24 0.23
2300Z0 0.24 0.2 0.2 0.21
2300Z2 0.17 0.12 0.12 0.13
2300Z1 0.13 0.08 0.08 0.07
2300Z4 0.72 0.06 0.06 0.08
2300Z3 0.53 0.09 0.09 0.09
2300Z5 0.9 0.79 0.71 0.64
2300Z6 0.17 0.16 0.16 0.16
2300Z7 0.12 0.1 0.1 0.1
2300ZA 0.72 0.07 0.07 0.09
2300Z9 0.14 0.09 0.09 0.09
2300ZB 0.63 0.16 0.16 0.16
2300ZC 0.14 0.54 0.17 0.17
2300ZD 0.22 0.17 0.19 0.19
2300ZE 0.14 0.14 0.14 0.14
2300ZF 0.05 0.05 0.05 0.05
2300ZG 0.08 0.07 0.07 0.07
2300ZI 0.15 0.17 0.17 0.18
2300ZJ 0.13 0.1 0.1 0.1
2300ZK 0.14 0.19 0.19 0.24
2300ZL 0.32 0.3 0.3 0.29
2300ZM 0.08 0.07 0.07 0.07
2300ZN 0.64 0.11 0.11 0.12
2300ZO 0.1 0.1 0.1 0.1
2300ZP 0.07 0.06 0.06 0.06
2300ZQ 0.18 0.07 0.07 0.07
2300ZR 0.1 0.08 0.08 0.09
2300ZS 0.46 0.23 0.23 0.2
2300ZT 0.21 0.18 0.18 0.18
2300ZU 0.38 0.37 0.37 0.37
2300ZV 0.51 0.13 0.13 0.14
2300ZW 0.61 0.15 0.15 0.14
2300ZX 0.28 0.19 0.19 0.2
2300ZY 0.16 0.14 0.14 0.14
2300ZZ 0.11 0.1 0.1 0.1
230100 0.09 0.08 0.08 0.09
230101 0.13 0.15 0.15 0.15
230102 0.06 0.07 0.07 0.07
230103 0.54 0.14 0.14 0.14
230104 0.08 0.07 0.07 0.07
230105 0.27 0.25 0.25 0.27
230106 0.22 0.23 0.25 0.26
230107 0.16 0.14 0.14 0.14
230108 0.19 0.17 0.17 0.18
23010A 0.09 0.08 0.08 0.08
230109 0.13 0.09 0.12 0.11
23010B 0.36 0.34 0.34 0.35
23010C 0.17 0.17 0.17 0.17
23010D 0.31 0.14 0.14 0.14
23010E 0.15 0.13 0.13 0.13
23010F 0.09 0.08 0.08 0.08
23010G 0.67 0.47 0.47 0.47
23010H 0.21 0.15 0.15 0.19
23010I 0.46 0.18 0.19 0.19
23010J 0.38 0.21 0.21 0.2
23010K 0.34 0.25 0.25 0.26
23010L 0.13 0.1 0.1 0.11
23010M 0.08 0.07 0.07 0.08
23010N 0.15 0.14 0.14 0.14
23010O 0.12 0.11 0.11 0.11
23010P 1.16 0.16 0.16 0.17
23010Q 0.53 0.15 0.15 0.16
23010R 0.15 0.15 0.15 0.15
23010S 0.16 0.16 0.16 0.16
23010T 0.11 0.1 0.1 0.1
23010U 0.1 0.07 0.07 0.08
2300SG 0.15 0.14 0.14 0.14
23010W 0.09 0.06 0.06 0.06
23010X 0.1 0.09 0.09 0.09
23010Y 0.11 0.11 0.11 0.1
23010Z 0.09 0.07 0.07 0.07
23010V 0.08 0.07 0.07 0.07
230110 0.14 0.14 0.14 0.14
230111 0.13 0.13 0.13 0.13
230112 0.17 0.17 0.17 0.17
230113 0.15 0.15 0.15 0.15
230114 0.21 0.21 0.21 0.21
230115 0.26 0.26 0.26 0.26
230116 0.22 0.22 0.22 0.23
230117 0.24 0.23 0.23 0.23
230118 0.07 0.07 0.07 0.06
23012N 0.15 0.14 0.14 0.14
230119 0.17 0.17 0.17 0.18
23011A 0.13 0.12 0.12 0.12
23011B 0.53 0.14 0.14 0.14
23011C 0.17 0.16 0.16 0.16
23011D 0.27 0.08 0.08 0.08
23011E 0.11 0.11 0.11 0.1
23011F 0.64 0.12 0.12 0.13
23011G 0.22 0.22 0.22 0.22
23011H 0.08 0.08 0.08 0.08
23011J 0.12 0.16 0.16 0.16
23011I 0.28 0.11 0.11 0.11
23011K 0.58 0.15 0.11 0.12
23011L 0.22 0.22 0.22 0.22
23011M 0.06 0.07 0.07 0.06
23011N 0.51 0.14 0.12 0.13
23011P 0.11 0.11 0.11 0.12
23011Q 0.18 0.18 0.18 0.18
23011R 0.18 0.15 0.15 0.15
23011S 0.18 0.18 0.18 0.18
23011T 0.2 0.2 0.2 0.2
23011U 0.47 0.1 0.1 0.11
23011V 0.25 0.25 0.25 0.25
23011W 0.2 0.19 0.19 0.19
23011X 0.17 0.15 0.15 0.15
23011Y 0.2 0.2 0.2 0.2
23011Z 0.2 0.19 0.19 0.2
230120 0.1 0.1 0.1 0.1
230121 0.21 0.2 0.2 0.2
230122 0.67 0.11 0.11 0.12
230123 0.13 0.16 0.16 0.16
230124 0.09 0.08 0.07 0.08
230125 0.19 0.16 0.16 0.16
230126 0.23 0.24 0.24 0.24
230128 0.12 0.09 0.09 0.1
230127 0.15 0.14 0.14 0.14
230129 0.26 0.11 0.14 0.12
23012A 0.12 0.11 0.11 0.12
23012B 0.07 0.07 0.07 0.07
23012C 0.15 0.21 0.21 0.2
23012D 0.12 0.1 0.1 0.09
23012F 0.14 0.17 0.17 0.16
23012E 0.2 0.19 0.19 0.17
23012H 0.12 0.07 0.08 0.08
23012G 0.48 0.1 0.1 0.09
23012I 0.16 0.14 0.14 0.14
23012J 0.08 0.09 0.09 0.09
23012L 0.2 0.15 0.15 0.14
23012M 0.26 0.19 0.19 0.2
