#E_RMSD:ini opt reo ret zincID
0.361386 0.0353553 0.0353553 0.169706 ZINC001243061568
0.503322 0.819837 1.37746 1.69947 ZINC001243108999n
0 0 0 0 ZINC001243111516
0 0.05 0.05 0.07 ZINC001243674859_2
0.54 0.54 0.54 0.54 ZINC001243675434_2
0.580904 0.671863 0.671863 0.671863 ZINC001243947093_2
2.43245 2.43245 2.43245 2.43245 ZINC001245208011_1
0 0 0 0 ZINC001245895341_1
3.67772 3.67772 3.67772 3.67772 ZINC001246259560_1
0.719722 1.08026 1.08026 1.08214 ZINC001246524526_1
2.93786 3.9793 3.9793 4.00783 ZINC001246550775n
0.0244949 0.212289 0.212289 0.228619 ZINC001246550775n_1
1.7947 2.53401 2.53401 2.42178 ZINC001246550775n_2
0.399124 0.498899 0.498899 0.460869 ZINC001246550775n_3
1.29259 0.299082 0.299082 0.284253 ZINC001246550775n_4
2.52019 8.27314 8.27314 8.1403 ZINC001246550775n_5
2.22888 2.92285 2.92285 2.81681 ZINC001246569894_1
2.94109 3.03169 3.03169 2.84377 ZINC001246605739_1
2.18945 3.67244 3.67244 3.68124 ZINC001246620865_1
2.59 0.34 0.34 0.34 ZINC001246841220_1
4.06265 3.01856 3.01856 3.02584 ZINC001246961565_1
2.72 1.24 1.24 1.5 ZINC001246991001_1
0.793998 1.64018 1.64018 1.642 ZINC001246991001n_1
1.56651 1.93138 1.93138 1.93396 ZINC001246991472_1
0.31 2.89 2.89 2.89 ZINC001250032854
0.652579 0.71536 0.71536 0.71536 ZINC001250487441
0 0 0 0 ZINC001250524155_1
2.32102 2.05818 2.05818 2.00861 ZINC001250570624
0.35 0.27 0.27 0.26 ZINC001250875004n_1
3.06 1.44 1.44 0.98 ZINC001250919891
1.32 1.01 1.01 0.2 ZINC001253387814
1.31953 1.02535 1.02535 1.04241 ZINC001253396614_2
2.15188 2.14244 2.14244 2.08468 ZINC001253402246_2
0.03 1.2 1.2 1.2 ZINC001253421002
0.15 0.15 0.15 0.15 ZINC001253477613_2
4.228 2.35256 2.35256 2.2844 ZINC001254225042_1
0.970702 3.25215 3.25215 3.28052 ZINC001254867202n
1.35604 2.00851 2.00851 2.04345 ZINC001255019831_1
1.0584 1.81159 1.81159 1.80695 ZINC001255283034_1
1.52629 1.48496 1.48496 1.48994 ZINC001255289996
3.76038 1.92349 1.92349 1.89123 ZINC001255429782_1
2.21689 2.05069 2.05069 2.15772 ZINC001255546774_1
2.77129 1.13392 1.13392 1.14143 ZINC001255550175_1
2.1065 2.18434 2.18434 2.19211 ZINC001257088967_1
5.29952 5.51131 5.51131 5.61375 ZINC001257459468_1
3.09122 0.515606 0.515606 0.470956 ZINC001257459468n_1
0.94262 0.456399 0.456399 0.5004 ZINC001258161803_1
3.59664 1.94972 1.94972 2.82034 ZINC001262671361
4.87559 2.00468 2.00468 2.07846 ZINC001262671965_1
4.32529 1.52899 1.52899 1.05038 ZINC001274023484n_1
0.729178 1.79324 1.79324 1.81232 ZINC001277921912_1
10.6076 2.89817 2.89817 2.90226 ZINC001278091420
3.15445 0.942444 0.709096 0.857759 ZINC001329590631
1.20856 0.878336 0.878336 0.765555 ZINC001332479305
2.65869 3.74434 3.74434 3.80586 ZINC001336398509_1
2.3674 1.53263 1.53263 1.52608 ZINC001336425002_1
0 0 0 0 ZINC001336909342
0.702187 0.163299 0.163299 0.220454 ZINC001337073713
1.20208 0.537075 0.537075 0.796492 ZINC001337073713_1
1.46147 1.36729 1.36729 1.33075 ZINC001339791928n
0.11 0.11 0.11 0.11 ZINC001339791928n_1
1.73948 1.57881 1.57881 1.50145 ZINC001350087619
2.18 0.691665 0.691665 0.677225 ZINC001354028531_1
3.56107 1.56354 1.56354 1.57496 ZINC001503350576
2.05535 4.43592 4.43592 4.22803 ZINC001503350576_1
0.35 3.13 3.13 3.13 ZINC001503350576_2
