#Atom_RMSD:ini opt rep pre zincid
0.485963 0.0659464 0.0659464 0.065916 ZINC000647843470
0.0867264 0.112447 0.112447 0.113436 ZINC000647870968_1
0.135851 0.110747 0.110747 0.11108 ZINC000649443256n
0.124443 0.119992 0.119992 0.119707 ZINC000650146167
0.506999 0.113239 0.113239 0.111682 ZINC000656400991
0.25497 0.184444 0.184444 0.182503 ZINC000656471822_1
0.131647 0.0515774 0.0515774 0.0526817 ZINC000657011431
0.113332 0.0691372 0.0691372 0.0695687 ZINC000660579376_1
0.0613192 0.0575736 0.0575736 0.057837 ZINC000663622744_1
0.110993 0.0687236 0.0687236 0.06792 ZINC000665722552_1
0.0606711 0.0554614 0.0554614 0.0565478 ZINC000669372627n
0.132617 0.111116 0.111116 0.109971 ZINC000669374486
0.0462308 0.0634042 0.0634042 0.0632135 ZINC000677486681_1
0.0982799 0.0933736 0.0933736 0.0935217 ZINC000678468880_1
0.153692 0.0540834 0.0540834 0.0551288 ZINC000685937492
0.0502588 0.057496 0.057496 0.0564523 ZINC000685938119
0.0592397 0.0726222 0.0726222 0.074381 ZINC000685938364
0.0580898 0.0499058 0.0499058 0.0486136 ZINC000685938364_1
0.152461 0.179088 0.179088 0.17888 ZINC000685939199
0.0839946 0.0834713 0.0834713 0.0833145 ZINC000685944133n
0.0604569 0.579712 0.579712 0.583362 ZINC000685944682
0.0847356 0.107124 0.107124 0.107007 ZINC000685944721
0.082004 0.0771219 0.0771219 0.0770597 ZINC000711921440_1
0.0514365 0.0510743 0.0510743 0.0510743 ZINC000712252383_2
0.255317 0.0788629 0.0788629 0.076767 ZINC000725244717
0.0940787 0.060417 0.060417 0.0607334 ZINC000725272374n
0.104705 0.11148 0.11148 0.111677 ZINC000725361122n
0.11688 0.113137 0.113137 0.114872 ZINC000736809422n
0.170718 0.127452 0.127452 0.127206 ZINC000739207475n
0.0521224 0.0560329 0.0560329 0.0559444 ZINC000757213235_1
0.0602517 0.0557252 0.0557252 0.055438 ZINC000757213235n_1
0.060719 0.0529876 0.0529876 0.0526103 ZINC000757213653_2
0.0418841 0.0525281 0.0525281 0.0521831 ZINC000757213724_2
0.102768 0.0926583 0.0926583 0.0910679 ZINC000757213845_2
0.0630598 0.0735092 0.0735092 0.07419 ZINC000757215738_2
0.265879 0.363901 0.215071 0.195085 ZINC000767478079
0.0925204 0.139871 0.139871 0.13427 ZINC000773145501
0.0504521 0.0570873 0.0570873 0.0560687 ZINC000799123402_1
0.0819394 0.0842536 0.0842536 0.0836405 ZINC000832070040n
0.279172 0.074405 0.074405 0.0738105 ZINC000849918009
0.178258 0.112038 0.112038 0.112439 ZINC000864368537
0.224851 0.0514647 0.0514647 0.051913 ZINC000866117130_1
0.0708884 0.0701383 0.0701383 0.0700844 ZINC000871958970_1
0.503016 0.147385 0.147385 0.149663 ZINC000884561238
0.189027 0.101784 0.101784 0.101855 ZINC000895249962_1
0.072312 0.0953378 0.0953378 0.0950738 ZINC000895956485_2
0.188143 0.186686 0.186686 0.186953 ZINC000896333858_1
0.144425 0.105295 0.105295 0.105255 ZINC000896338174_1
0.110692 0.0642382 0.0642382 0.064409 ZINC000899320368_2
0.097722 0.0695252 0.0695252 0.0697281 ZINC000899322873_1
0.0711613 0.0814498 0.0814498 0.0832912 ZINC000899322873n_1
0.101978 0.181809 0.181809 0.181776 ZINC000900453192_1
0.357203 0.0708819 0.0708819 0.0735905 ZINC000906176945_2
0.214095 0.103389 0.103389 0.103766 ZINC000906205602_2
0.136871 0.173007 0.173007 0.174154 ZINC000920153414
0.32675 0.15397 0.15397 0.154585 ZINC000931523329
0.0986087 0.0995701 0.0995701 0.100879 ZINC000931678245_1
0.104789 0.102777 0.102777 0.102821 ZINC000932838760
0.102366 0.286379 0.286379 0.285168 ZINC001120852010
0.0512742 0.0751743 0.0751743 0.0736757 ZINC001120860874_1
0.0656646 0.145847 0.145847 0.146591 ZINC001121897655
0.239411 0.159869 0.122422 0.125201 ZINC001156816117
0.27867 0.123006 0.123006 0.126823 ZINC001157449731
0.0642871 0.095301 0.095301 0.0952114 ZINC001157731948_1
0.0692015 0.0858867 0.0858867 0.0859301 ZINC001157745159n_1
0.0833403 0.0797426 0.0797426 0.0795015 ZINC001158699060_1
0.0521972 0.030862 0.030862 0.0298227 ZINC001159103094_1
0.167877 0.0769017 0.0769017 0.0769962 ZINC001160878230_1
0.106191 0.0769775 0.0769775 0.0772588 ZINC001161700339
0.127815 0.129919 0.129919 0.130072 ZINC001163219742n
0.616571 0.25094 0.28794 0.318309 ZINC001164275931
0.0855287 0.0826375 0.0826375 0.0844727 ZINC001164275931_2
0.175117 0.085519 0.085519 0.0853047 ZINC001165294459_1
0.112968 0.0965356 0.0965356 0.0978389 ZINC001165314341_1
0.104557 0.0959308 0.0959308 0.0956825 ZINC001165325546n_1
0.0703421 0.0776367 0.0776367 0.0779905 ZINC001165325546n_1_1
0.104622 0.112039 0.112039 0.105004 ZINC001165380822n_1
0.179627 0.215315 0.215315 0.215027 ZINC001166932686_1
0.0529389 0.0370909 0.0370909 0.0365852 ZINC001167185324_1
0.0504057 0.0503948 0.0503948 0.0503948 ZINC001169124206_1
0.0562026 0.0618005 0.0618005 0.0618793 ZINC001170147166_1
0.0496382 0.0718138 0.0718138 0.0715868 ZINC001172296233_1
0.17416 0.192034 0.192034 0.189259 ZINC001173996627
0.0664819 0.0686922 0.065731 0.0678393 ZINC001173999554_1
0.118601 0.105786 0.105786 0.104801 ZINC001174277778
0.386599 0.13527 0.13527 0.136381 ZINC001174792103
0.0525405 0.0274376 0.0274376 0.0269419 ZINC001174792103_1
0.440991 0.187195 0.187195 0.182263 ZINC001176401833
0.215757 0.14407 0.152636 0.152338 ZINC001201326673
0.0656215 0.0661889 0.0661889 0.0653509 ZINC001204918113
0.239881 0.192888 0.192888 0.18894 ZINC001210450279
0.1761 0.169818 0.163161 0.164109 ZINC001210450279_1
0.327117 0.175242 0.147058 0.145207 ZINC001211253607
0.124798 0.102155 0.102155 0.0992978 ZINC001217727675_2
0.0633766 0.0689209 0.0689209 0.066956 ZINC001217727675n_2
0.0790459 0.101043 0.101043 0.102217 ZINC001217736742n_2
0.0581515 0.0561794 0.0561794 0.0561794 ZINC001222701454
0.222374 0.289159 0.289159 0.288999 ZINC001236357506_2
0.136291 0.161031 0.161031 0.160299 ZINC001236360606
0.157707 0.130344 0.130344 0.130355 ZINC001236366799
0.0841618 0.0918477 0.0918477 0.0926012 ZINC001239317829n
0.16779 0.177114 0.177114 0.168493 ZINC001239318796
0.105721 0.0938083 0.0938083 0.0934026 ZINC001239331275
0.0569786 0.0610052 0.0610052 0.0603568 ZINC001239465882_2
0.0911457 0.0512526 0.0512526 0.0515936 ZINC001239690345_1
0.179273 0.13357 0.13357 0.129281 ZINC001239785008n
0.0998481 0.130446 0.130446 0.131142 ZINC001240125879
0.048828 0.0782902 0.0782902 0.0776882 ZINC001240828115n
0.105197 0.0965239 0.0965239 0.0971079 ZINC001241540889
0.0706547 0.0571055 0.0571055 0.0570963 ZINC001241564972_2
0.0664101 0.0449454 0.0449454 0.044973 ZINC001242013084_1
0.122193 0.0970482 0.0970482 0.0970941 ZINC001242075130
0.248157 0.205706 0.126187 0.110965 ZINC001242459244
0.141033 0.148766 0.148766 0.147207 ZINC001242460667
0.174743 0.153123 0.153123 0.153628 ZINC001242602055
0.135753 0.144528 0.144528 0.144089 ZINC001242757916
0.0625732 0.0821536 0.0821536 0.082084 ZINC001242758505
0.109379 0.116446 0.116446 0.114724 ZINC001242894460_1
0.103423 0.0856612 0.0856612 0.0824384 ZINC001242897054
0.138205 0.141507 0.141507 0.14828 ZINC001243061568
0.231243 0.237299 0.198764 0.197347 ZINC001243108999n
0.126448 0.192358 0.192358 0.196464 ZINC001243111516
0.076174 0.0581148 0.0581148 0.0567332 ZINC001243674859_2
0.0869219 0.0808466 0.0808466 0.0808535 ZINC001243675434_2
0.0754145 0.0933524 0.0933524 0.0939033 ZINC001243947093_2
0.0578359 0.0944564 0.0944564 0.0944054 ZINC001245208011_1
0.0852572 0.0493473 0.0493473 0.0521966 ZINC001245895341_1
0.108816 0.118833 0.118833 0.118276 ZINC001246259560_1
0.0396936 0.0584258 0.0584258 0.0575509 ZINC001246524526_1
0.179953 0.151925 0.151925 0.151436 ZINC001246550775n
0.0835405 0.0567348 0.0567348 0.0567711 ZINC001246550775n_1
0.107907 0.156222 0.156222 0.155433 ZINC001246550775n_2
0.160095 0.0931009 0.0931009 0.0928741 ZINC001246550775n_3
0.110733 0.0759705 0.0759705 0.0759474 ZINC001246550775n_4
0.111104 0.186315 0.186315 0.186462 ZINC001246550775n_5
0.0963739 0.0680945 0.0680945 0.0677364 ZINC001246569894_1
0.158216 0.099687 0.099687 0.0996749 ZINC001246605739_1
0.142031 0.155526 0.155526 0.154789 ZINC001246620865_1
0.0929661 0.0683551 0.0683551 0.0684977 ZINC001246841220_1
0.0965526 0.11084 0.11084 0.111442 ZINC001246961565_1
0.077159 0.0843261 0.0843261 0.0834541 ZINC001246991001_1
0.056379 0.0614212 0.0614212 0.061154 ZINC001246991001n_1
0.271303 0.196768 0.196768 0.195851 ZINC001246991472_1
0.043902 0.0741009 0.0741009 0.0743671 ZINC001250032854
0.101144 0.0877212 0.0877212 0.0875262 ZINC001250487441
0.0522142 0.0600113 0.0600113 0.0605128 ZINC001250524155_1
0.138951 0.165952 0.165952 0.166458 ZINC001250570624
0.0663649 0.0446567 0.0446567 0.0452923 ZINC001250875004n_1
0.102705 0.0843716 0.0843716 0.0798221 ZINC001250919891
0.0754548 0.189038 0.189038 0.192071 ZINC001253387814
0.0559062 0.0577771 0.0577771 0.0578602 ZINC001253396614_2
0.0761099 0.0952092 0.0952092 0.0953285 ZINC001253402246_2
0.0469022 0.0487498 0.0313765 0.0309829 ZINC001253421002
0.537184 0.157068 0.157068 0.158131 ZINC001253477613_2
0.169414 0.106018 0.106018 0.106192 ZINC001254225042_1
0.306522 0.25647 0.25647 0.254671 ZINC001254867202n
0.0763317 0.142693 0.142693 0.142303 ZINC001255019831_1
0.0756007 0.0776744 0.0776744 0.0772913 ZINC001255283034_1
0.536506 0.509957 0.509957 0.507243 ZINC001255289996
0.0565933 0.0758526 0.0758526 0.0760812 ZINC001255429782_1
0.0698298 0.081067 0.081067 0.0804502 ZINC001255546774_1
0.0999789 0.103619 0.103619 0.103726 ZINC001255550175_1
0.075071 0.0704114 0.0704114 0.070508 ZINC001257088967_1
0.071843 0.0743617 0.0743617 0.0745452 ZINC001257459468_1
0.0477658 0.0820762 0.0820762 0.0820636 ZINC001257459468n_1
0.102254 0.0655387 0.0655387 0.0652041 ZINC001258161803_1
0.215891 0.20303 0.20303 0.204355 ZINC001262671361
0.11432 0.101899 0.101899 0.101711 ZINC001262671965_1
0.142372 0.148101 0.148101 0.148029 ZINC001274023484n_1
0.069713 0.139411 0.139411 0.142015 ZINC001277921912_1
0.109552 0.140858 0.140858 0.140405 ZINC001278091420
0.572322 0.12762 0.0975377 0.097733 ZINC001329590631
0.334655 0.140782 0.140782 0.134507 ZINC001332479305
0.0846803 0.119877 0.119877 0.121315 ZINC001336398509_1
0.0670798 0.061221 0.061221 0.061063 ZINC001336425002_1
0.384738 0.309236 0.309236 0.319788 ZINC001336909342
0.142264 0.150984 0.150984 0.148997 ZINC001337073713
0.0829038 0.102676 0.102676 0.103504 ZINC001337073713_1
0.578169 0.164414 0.164414 0.16451 ZINC001339791928n
0.509369 0.140281 0.162142 0.161747 ZINC001339791928n_1
0.085311 0.085393 0.085393 0.0860321 ZINC001350087619
0.12087 0.102549 0.102549 0.10231 ZINC001354028531_1
0.226142 0.314466 0.314466 0.306842 ZINC001503350576
0.155024 0.11162 0.11162 0.10977 ZINC001503350576_1
0.112878 0.131025 0.131025 0.131672 ZINC001503350576_2
