#E_RMSD:ini opt rep pre zincID
1.12 0.61 0.61 0.58 ZINC001241540889
2.24611 0.869741 0.869741 0.905097 ZINC001241564972_2
0 0 0 0 ZINC001242013084_1
0.502494 0.503289 0.503289 0.502494 ZINC001242075130
4.30251 0.455247 2.57757 0.732683 ZINC001242459244
2.42644 0.307018 0.307018 0.349914 ZINC001242460667
1.25 0.56 0.56 0.623351 ZINC001242602055
0.178494 0.996695 0.996695 1.11546 ZINC001242757916
1.06977 1.08229 1.08229 1.05762 ZINC001242758505
1.49 1.33 1.33 1.27 ZINC001242894460_1
6.45 1.12 1.12 1.06 ZINC001242897054
0.436578 0.141598 0.141598 0.0887412 ZINC001243061568
3.37155 2.16969 3.0342 3.03332 ZINC001243108999n
0.01 0.01 0.01 0.01 ZINC001243111516
0 0 0 0 ZINC001243674859_2
0.53 0.52 0.52 0.53 ZINC001243675434_2
0.480833 0.487904 0.487904 0.494975 ZINC001243947093_2
2.90621 0.671751 0.671751 0.700036 ZINC001245208011_1
0 0 0 0 ZINC001245895341_1
3.57958 0.831404 0.831404 0.386825 ZINC001246259560_1
1.38246 0.304083 0.304083 0.304904 ZINC001246524526_1
4.51793 4.67752 4.67752 4.65916 ZINC001246550775n
0.221133 0.011547 0.011547 0.0141421 ZINC001246550775n_1
4.85069 3.83762 3.83762 3.67542 ZINC001246550775n_2
1.97357 1.88076 1.88076 1.85623 ZINC001246550775n_3
3.55332 1.43758 1.43758 1.44542 ZINC001246550775n_4
3.81977 8.72444 8.72444 8.58469 ZINC001246550775n_5
1.91097 3.03817 3.03817 3.13687 ZINC001246569894_1
4.34783 3.94877 3.94877 3.78529 ZINC001246605739_1
3.38006 1.71563 1.71563 1.62854 ZINC001246620865_1
0.73 0.3 0.3 0.3 ZINC001246841220_1
6.36174 5.53014 5.53014 5.56932 ZINC001246961565_1
1.72 0.43 0.43 0.43 ZINC001246991001_1
0.637521 1.64935 1.64935 1.6493 ZINC001246991001n_1
2.48906 1.33595 1.33595 1.35666 ZINC001246991472_1
0.31 4.67 4.67 4.68 ZINC001250032854
0.139857 0.749787 0.749787 0.74686 ZINC001250487441
0 0 0 0 ZINC001250524155_1
3.47041 2.93728 2.93728 2.79546 ZINC001250570624
0.27 0.23 0.23 0.22 ZINC001250875004n_1
7.57 5.5 5.5 4.62 ZINC001250919891
1.09 7.42 7.42 8.82 ZINC001253387814
1.34274 0.634618 0.634618 0.640078 ZINC001253396614_2
5.73425 5.79167 5.79167 5.66701 ZINC001253402246_2
0.03 1.2 1.2 1.2 ZINC001253421002
0.15 0.15 0.15 0.15 ZINC001253477613_2
5.17843 2.49115 2.49115 2.41837 ZINC001254225042_1
1.6398 1.34987 1.34987 1.31491 ZINC001254867202n
1.60736 1.20399 1.20399 1.14789 ZINC001255019831_1
1.15007 1.28484 1.28484 1.31062 ZINC001255283034_1
4.41121 4.29363 4.29363 4.3889 ZINC001255289996
4.92815 0.957532 0.957532 0.969983 ZINC001255429782_1
2.37956 0.915085 0.915085 0.905119 ZINC001255546774_1
3.72294 1.89065 1.89065 1.87933 ZINC001255550175_1
2.10681 2.07463 2.07463 2.07285 ZINC001257088967_1
9.71125 6.60831 6.60831 6.73567 ZINC001257459468_1
3.62552 0.777335 0.777335 0.791581 ZINC001257459468n_1
0.908662 0.367786 0.367786 0.434012 ZINC001258161803_1
4.47217 2.85374 2.85374 3.07465 ZINC001262671361
6.35318 2.71599 2.71599 2.75398 ZINC001262671965_1
4.59869 1.97312 1.97312 1.41235 ZINC001274023484n_1
1.29917 0.977394 0.977394 0.963146 ZINC001277921912_1
10.5937 1.78831 1.78831 2.13605 ZINC001278091420
2.44555 0.638083 0.568199 0.777324 ZINC001329590631
2.95267 0.997384 0.997384 0.953126 ZINC001332479305
3.83349 1.96447 1.96447 1.96013 ZINC001336398509_1
2.61217 2.41843 2.41843 2.38114 ZINC001336425002_1
0.0141421 0.00707107 0.00707107 0.00707107 ZINC001336909342
2.24147 0.0816497 0.0816497 0.151107 ZINC001337073713
2.34053 0.171026 0.171026 0.418808 ZINC001337073713_1
3.65145 3.95058 3.95058 3.83747 ZINC001339791928n
0.11 0.11 0.11 0.11 ZINC001339791928n_1
3.60632 2.33314 2.33314 2.25484 ZINC001350087619
2.67924 0.754718 0.754718 0.727312 ZINC001354028531_1
3.5335 1.37632 1.37632 1.34151 ZINC001503350576
4.34555 1.48626 1.48626 1.55613 ZINC001503350576_1
5.81 3.13 3.13 3.13 ZINC001503350576_2
